is_positive,mentions_money,mentions_update,review_length,thumbsUpCount,is_weekend
1,1,1,53,10,0
1,0,0,44,0,0
1,0,1,67,20,0
0,1,1,90,1,0
1,0,0,94,0,0
1,0,0,83,1,0
1,1,0,61,0,0
1,0,0,42,0,0
0,0,0,48,0,0
1,0,1,49,0,0
1,0,0,53,0,0
1,1,1,94,0,0
1,0,1,90,0,0
1,1,0,81,0,0
1,1,1,84,22,0
1,1,1,60,0,0
1,1,0,101,2,0
0,0,0,59,0,0
0,0,1,95,0,0
0,1,0,35,3,0
1,0,0,48,0,0
1,1,0,63,0,0
1,0,0,99,0,0
1,0,0,37,0,0
1,1,0,45,0,0
1,1,1,60,0,0
1,0,1,60,6,0
1,0,0,49,0,0
1,0,1,44,0,0
1,0,0,42,0,0
1,0,0,101,0,0
0,0,0,59,3,0
1,0,0,64,0,0
1,0,1,53,0,0
1,0,1,85,4,0
1,0,1,61,0,0
1,0,1,30,0,0
1,1,1,29,1,0
0,0,1,70,15,0
1,0,0,91,46,0
1,0,0,94,4,0
0,0,0,79,1,0
1,0,1,36,0,0
1,0,0,40,0,0
0,0,0,35,0,0
1,0,1,50,0,0
1,0,1,29,0,0
0,0,1,49,0,0
0,1,0,63,0,0
0,0,0,32,0,0
1,0,0,52,0,0
1,1,0,102,0,0
1,0,0,60,0,0
0,0,1,89,15,0
1,0,1,78,0,0
0,0,1,63,41,0
1,0,0,96,3,0
1,0,0,33,0,0
0,0,1,36,0,0
0,1,1,68,2,0
0,1,1,56,2,0
1,0,0,69,0,0
1,0,0,45,0,0
1,0,0,73,0,0
1,1,0,87,0,0
1,0,0,52,0,0
0,0,1,68,341,0
1,0,0,41,0,0
1,0,0,51,0,0
1,0,0,40,0,0
1,0,0,38,0,0
1,0,0,58,0,0
0,1,1,91,3,0
0,1,0,35,1,0
1,0,0,94,0,0
1,0,0,59,0,0
1,0,0,74,0,0
1,1,0,54,3,0
0,0,1,69,0,0
1,1,1,50,0,0
0,0,0,48,0,0
1,1,1,47,0,0
0,1,1,90,1,0
0,1,1,65,3,0
0,0,0,86,0,0
0,1,1,35,1,0
1,0,0,42,0,0
1,0,0,51,0,0
1,0,0,55,5,0
1,0,0,63,0,0
1,1,0,53,0,0
1,0,1,64,1,0
1,0,0,30,0,0
1,0,0,40,0,0
0,1,0,55,1,0
1,0,0,25,0,0
1,1,1,55,0,0
1,0,0,46,0,0
1,0,1,56,0,0
1,1,1,108,0,0
1,0,1,88,163,0
1,1,0,43,0,0
0,0,0,76,2,0
0,1,1,43,0,0
0,1,0,91,0,0
1,0,1,33,0,0
0,0,0,62,0,0
0,1,1,55,0,0
1,0,0,34,0,0
1,0,0,64,0,0
1,0,1,104,0,0
1,0,0,45,0,0
0,1,0,77,0,0
1,0,1,85,0,0
1,0,0,82,0,0
0,0,1,75,1,0
0,0,1,56,1,0
1,0,1,51,1,0
1,1,0,52,0,0
1,0,0,83,10,0
1,0,0,43,0,0
1,0,0,35,1,0
1,0,0,42,0,0
1,1,1,30,0,0
0,1,0,38,1,0
0,0,1,93,11,0
1,0,0,77,0,0
1,0,0,45,0,0
1,0,1,47,2,0
0,0,1,40,1,0
0,0,1,81,0,0
0,0,1,42,0,0
1,0,0,72,1,0
1,1,1,95,0,0
1,1,0,58,6,0
0,1,0,53,0,0
1,0,0,61,1,0
1,1,0,66,1,0
0,1,1,86,6,0
1,0,1,50,7,0
1,0,0,41,12,0
0,0,1,47,0,0
1,0,0,45,0,0
1,1,0,48,0,0
1,1,0,46,0,0
0,1,0,38,0,0
1,1,0,59,0,0
0,0,1,75,0,0
1,1,0,79,51,0
1,0,0,35,0,0
1,0,1,100,0,0
1,0,0,74,0,0
1,0,1,82,0,0
1,0,0,65,0,0
1,1,0,33,0,0
1,0,0,70,0,0
1,0,1,94,5,0
1,0,0,30,0,0
0,0,0,57,0,0
1,0,0,87,0,0
0,0,0,71,0,0
1,0,0,34,0,0
1,0,1,59,2,0
1,0,0,64,0,0
0,0,0,35,0,0
1,1,1,60,1,0
1,1,0,63,0,0
1,0,0,38,0,0
1,0,0,95,3,0
1,0,1,42,0,0
0,0,0,48,0,0
1,0,1,86,2,0
1,1,0,66,12,0
1,0,0,27,0,0
1,0,1,50,0,0
1,0,0,39,0,0
1,1,1,72,11,0
1,0,0,69,4,0
1,0,0,46,0,0
0,1,0,96,1,0
0,1,0,91,0,0
1,0,0,31,0,0
1,1,1,35,0,0
0,0,1,35,0,0
0,1,0,34,2,0
0,0,1,82,1,0
1,1,0,52,0,0
0,1,0,61,0,0
1,0,0,67,0,0
1,0,0,42,0,0
1,0,0,60,3,0
1,0,1,52,0,0
1,0,1,78,1,0
0,0,0,68,2,0
0,0,1,36,0,0
1,0,1,86,0,0
0,0,1,60,9,0
1,0,1,47,0,0
1,0,1,64,0,0
1,0,0,68,0,0
0,0,1,30,0,0
1,0,1,85,0,0
1,1,1,55,1,0
1,0,1,89,32,0
1,1,0,74,0,0
1,0,1,64,21,0
1,0,1,62,1,0
1,0,0,29,0,0
1,0,0,72,1,0
1,0,1,35,0,0
0,1,0,60,0,0
0,0,1,94,7,0
1,0,0,45,0,0
0,1,0,38,0,0
1,1,1,42,0,0
0,0,0,92,9,0
1,0,0,58,0,0
1,0,0,37,0,0
0,1,1,37,0,0
1,0,0,51,0,0
0,1,1,85,0,0
1,1,0,80,0,0
1,0,0,43,0,0
1,0,1,49,0,0
1,1,0,48,0,0
1,0,0,56,0,0
0,1,1,62,18,0
0,0,1,77,0,0
0,1,0,85,9,0
1,0,1,59,0,0
0,1,0,70,0,0
1,0,0,52,0,0
1,0,0,30,0,0
0,0,1,46,0,0
1,1,0,45,0,0
1,0,0,36,0,0
1,0,0,29,0,0
1,1,1,71,0,0
1,0,1,69,2,0
1,0,0,39,0,0
1,0,0,42,0,0
1,1,1,50,0,0
1,0,1,62,0,0
1,0,1,95,0,0
0,1,1,70,6,0
1,0,1,48,0,0
1,0,0,64,0,0
0,1,1,32,0,0
0,1,1,56,0,0
1,0,0,42,7,0
1,1,0,85,4,0
1,0,0,77,23,0
1,0,1,91,1,0
0,1,1,40,0,0
0,0,1,88,7,0
1,0,0,46,0,0
0,1,1,63,0,0
1,0,1,56,14,0
1,0,1,53,5,0
0,0,0,40,0,0
0,1,0,83,0,0
0,0,1,60,2,0
0,0,0,66,0,0
0,1,1,62,0,0
1,0,0,55,0,0
1,0,0,53,0,0
0,1,1,55,0,0
1,0,1,39,0,0
0,0,0,58,0,0
1,0,0,71,2,0
1,0,1,57,0,0
0,1,1,54,0,0
1,1,0,96,1,0
0,0,0,39,0,0
0,0,1,63,5,0
1,0,1,67,37,0
0,0,1,62,0,0
1,0,0,75,10,0
1,0,1,97,3,0
0,0,0,59,0,0
1,0,0,85,2,0
0,0,0,95,2,0
0,1,1,83,3,0
1,0,1,61,0,0
1,0,1,51,0,0
1,0,1,88,0,0
0,1,1,33,1,0
1,0,0,52,0,0
0,1,1,66,0,0
0,0,0,53,0,0
0,1,1,46,5,0
1,0,0,39,0,0
0,0,1,77,20,0
1,0,1,96,3,0
1,0,1,35,0,0
1,0,0,70,0,0
0,0,0,92,0,0
1,0,0,40,0,0
0,1,0,81,0,0
0,1,0,87,0,0
0,0,0,80,1,0
0,1,0,35,0,0
0,0,1,84,0,0
1,0,0,48,0,0
1,1,1,85,2,0
1,0,0,24,0,0
0,1,1,45,3,0
1,0,0,36,0,0
1,0,1,61,1,0
1,0,1,34,0,0
0,1,1,75,1,0
1,1,0,60,1,0
1,1,0,69,0,0
0,0,1,91,8,0
1,0,1,50,0,0
1,0,0,48,0,0
0,1,1,78,41,0
1,0,1,60,0,0
1,1,0,39,0,0
1,1,0,35,0,0
1,0,1,45,0,0
0,1,1,46,2,0
1,0,0,34,0,0
0,1,1,100,2,0
0,1,1,63,0,0
0,1,1,58,0,0
1,0,0,96,0,0
1,1,0,41,0,0
0,1,0,90,16,0
1,1,0,49,0,0
0,1,0,84,3,0
1,0,1,58,0,0
0,0,1,60,0,0
1,1,1,32,0,0
0,0,1,95,19,0
1,0,1,100,0,0
0,0,1,76,6,0
0,1,1,90,2,0
1,0,1,102,0,0
0,1,1,75,0,0
0,0,0,77,80,0
0,0,1,100,84,0
1,0,1,92,19,0
1,0,1,88,1,0
0,1,1,85,4,0
1,1,0,73,3,0
1,0,1,49,0,0
1,0,0,56,0,0
1,1,0,40,0,0
0,0,0,57,0,0
0,1,1,66,3,0
1,1,0,38,0,0
1,0,0,75,0,0
1,0,0,49,0,0
1,0,0,68,0,0
0,1,1,48,1,0
0,1,1,49,0,0
0,1,1,72,4,0
1,0,0,59,0,0
1,1,0,53,0,0
0,0,1,32,1,0
1,0,0,54,0,0
1,0,0,35,0,0
1,1,1,50,0,0
1,0,1,100,0,0
1,0,1,99,0,0
0,0,0,89,1,0
1,0,0,41,0,0
0,0,1,37,1,0
0,0,0,52,0,0
1,0,0,40,0,0
1,0,0,51,0,0
1,0,0,41,0,0
1,0,0,45,0,0
1,1,1,80,0,0
0,1,1,94,13,0
1,0,0,60,0,0
1,0,1,45,0,0
1,0,1,55,8,0
1,0,0,61,0,0
1,0,0,64,0,0
0,1,1,54,0,0
0,1,1,90,0,0
0,0,0,51,1,0
1,0,0,37,0,0
1,0,0,31,0,0
1,0,0,34,0,0
1,0,0,57,0,0
0,1,1,34,0,0
1,1,0,63,1,0
1,0,0,55,0,0
1,1,1,88,1,0
0,1,0,41,1,0
1,0,0,44,2,0
1,0,0,41,0,0
1,0,0,29,0,0
1,0,0,46,14,0
1,0,0,41,0,0
0,0,0,41,0,0
1,0,0,53,0,0
1,0,0,45,0,0
1,0,0,86,57,0
1,0,1,77,0,0
0,1,1,59,1,0
1,1,0,38,0,0
1,0,0,37,0,0
0,1,1,46,0,0
1,0,0,55,0,0
0,0,0,32,0,0
0,0,1,53,0,0
1,0,0,58,1,0
1,0,1,59,0,0
1,0,0,57,0,0
0,1,1,58,6,0
1,0,0,50,0,0
0,1,0,58,2,0
0,1,1,90,1,0
0,0,1,51,0,0
1,0,1,33,0,0
1,0,1,46,0,0
0,0,0,87,1,0
0,1,1,87,3,0
1,1,0,36,0,0
0,0,1,51,0,0
1,1,0,82,0,0
1,0,1,61,0,0
1,0,1,36,0,0
1,0,0,32,0,0
0,0,0,39,1,0
1,1,1,67,0,0
1,0,0,52,0,0
1,0,1,30,0,0
1,1,0,89,0,0
1,1,1,67,0,0
1,1,0,32,0,0
1,1,0,92,13,0
0,1,1,93,5,0
1,0,1,54,1,0
0,1,1,84,6,0
1,0,0,64,0,0
1,0,0,46,0,0
0,0,1,45,3,0
1,1,0,38,0,0
1,0,0,75,0,0
1,0,1,86,0,0
1,0,0,89,0,0
1,1,1,46,0,0
1,0,0,89,3,0
1,0,0,33,0,0
1,0,0,56,0,0
0,1,1,76,0,0
0,0,0,45,0,0
1,0,1,48,1,0
1,0,0,52,0,0
0,0,1,64,3,0
1,1,0,77,1,0
0,1,0,39,0,0
1,0,1,97,0,0
0,0,1,35,0,0
0,1,0,105,8,0
1,0,0,60,11,0
1,1,0,38,0,0
1,0,0,94,2,0
1,1,0,81,0,0
0,1,1,67,0,0
1,0,0,44,0,0
0,1,0,73,0,0
1,0,0,47,0,0
1,0,1,83,0,0
0,1,1,84,87,0
0,0,1,37,0,0
1,0,0,100,13,0
0,1,1,88,0,0
1,0,1,51,0,0
0,0,1,37,0,0
1,0,0,58,2,0
1,0,1,89,2,0
0,0,1,61,0,0
0,1,0,31,0,0
1,0,0,59,1,0
0,1,1,53,0,0
0,1,1,85,0,0
1,1,0,52,0,0
1,0,0,30,0,0
1,0,0,96,0,0
0,1,1,44,2,0
0,1,0,57,0,0
0,0,1,53,0,0
0,0,1,57,0,0
1,0,0,37,0,0
0,0,1,63,1,0
1,0,0,50,0,0
0,1,0,37,0,0
1,0,0,33,0,0
1,0,0,95,2,0
1,0,1,76,4,0
0,1,1,67,0,0
1,1,0,98,0,0
0,1,1,84,3,0
0,1,1,98,3,0
1,0,0,94,0,0
0,0,0,50,2,0
1,1,1,46,0,0
1,1,0,35,0,0
1,1,0,56,0,0
1,0,1,44,0,0
1,1,0,42,0,0
1,1,0,32,0,0
1,0,0,52,0,0
1,0,0,56,1,0
1,0,1,33,0,0
1,0,1,34,0,0
1,0,0,27,0,0
1,0,0,72,0,0
1,0,0,74,0,0
0,1,1,82,1,0
1,0,0,69,0,0
1,0,0,42,0,0
1,0,0,86,0,0
1,0,0,30,0,0
0,0,1,47,0,0
1,1,0,96,0,0
0,0,0,39,0,0
1,1,0,50,0,0
0,0,1,48,0,0
1,0,0,45,0,0
0,0,1,76,1,0
0,1,1,46,0,0
0,0,0,78,0,0
0,0,1,64,0,0
0,1,0,95,0,0
1,0,1,57,1,0
1,0,0,81,0,0
1,0,1,34,0,0
1,0,0,62,0,0
0,0,1,46,0,0
0,0,1,49,0,0
0,0,0,77,0,0
1,1,0,68,13,0
1,0,1,90,0,0
0,0,1,42,0,0
1,0,0,38,0,0
0,0,1,46,2,0
1,1,0,100,0,0
1,0,1,51,0,0
1,0,0,71,1,0
1,0,1,76,1,0
1,0,0,78,0,0
0,1,1,94,0,0
0,0,1,37,0,0
1,0,0,45,78,0
1,0,0,60,0,0
0,1,1,90,0,0
0,1,0,68,0,0
1,0,0,68,0,0
1,1,1,46,0,0
1,0,0,55,0,0
0,1,0,47,0,0
1,0,1,39,0,0
1,0,0,47,0,0
0,1,1,51,0,0
1,0,0,40,0,0
1,0,0,86,0,0
1,0,1,68,0,0
1,1,0,60,0,0
1,1,0,36,0,0
0,0,1,80,0,0
1,0,0,46,1,0
0,1,0,64,0,0
1,0,0,94,0,0
1,0,0,93,0,0
0,0,1,96,0,0
1,0,0,62,0,0
1,0,0,39,0,0
1,0,0,48,0,0
1,0,0,84,0,0
1,0,0,40,1,0
1,0,1,40,0,0
1,0,0,41,0,0
1,0,0,63,0,0
0,0,0,98,2,0
0,0,1,42,0,0
1,0,1,73,0,0
0,1,0,79,0,0
1,0,0,45,0,0
1,1,1,43,0,0
1,1,0,52,0,0
1,0,0,46,0,0
1,0,0,68,0,0
1,1,0,40,0,0
0,0,0,49,4,0
0,1,1,54,0,0
1,0,0,42,0,0
1,0,0,36,0,0
1,0,0,45,0,0
0,0,1,79,1,0
0,0,1,35,0,0
0,0,0,83,0,0
1,0,0,46,0,0
1,1,0,68,0,0
1,0,1,54,0,0
0,1,1,33,0,0
1,0,0,40,0,0
1,1,1,98,0,0
0,1,1,39,0,0
1,1,0,31,0,0
0,1,1,99,0,0
1,0,0,44,0,0
1,0,1,46,0,0
1,0,0,73,0,0
0,0,1,72,2,0
1,0,1,34,0,0
1,0,0,89,0,0
1,0,0,52,0,0
1,0,1,50,1,0
1,0,0,68,0,0
1,0,0,44,1,0
1,0,0,35,0,0
1,0,0,41,0,0
1,0,0,52,0,0
1,0,0,62,422,0
1,0,1,37,0,0
1,0,0,40,0,0
1,0,0,20,0,0
0,0,1,43,0,0
0,0,0,78,7,0
1,0,0,39,0,0
1,0,0,27,0,0
1,0,0,35,0,0
1,0,0,54,2,0
0,1,0,42,0,0
0,1,1,57,0,0
1,0,1,42,0,0
1,0,0,40,0,0
1,0,0,54,0,0
1,1,0,75,0,0
1,0,0,63,0,0
1,0,1,58,0,0
0,1,1,80,1,0
1,0,1,72,48,0
0,1,1,70,18,0
1,0,0,54,0,0
1,0,1,58,0,0
1,0,0,46,0,0
1,0,0,53,0,0
1,1,1,88,0,0
1,1,0,33,0,0
0,1,1,56,1,0
1,0,0,33,0,0
1,0,0,82,1,0
1,0,0,45,0,0
1,0,1,53,1,0
0,0,0,62,1,0
0,1,1,69,1,0
1,0,0,33,0,0
1,0,1,37,0,0
1,0,1,22,0,0
1,1,1,86,4,0
0,1,0,61,0,0
0,1,1,49,1,0
0,0,1,59,2,0
1,0,1,65,0,0
1,0,0,22,0,0
1,0,0,60,1,0
0,1,1,49,0,0
0,1,0,49,0,0
1,0,1,61,2,0
1,0,0,76,0,0
1,0,0,36,0,0
0,1,1,69,0,0
1,1,0,41,0,0
0,1,1,35,1,0
0,1,0,56,0,0
1,0,0,32,0,0
0,1,1,95,34,0
1,0,0,102,0,0
1,0,0,71,0,0
0,0,0,80,2,0
1,0,0,62,0,0
1,0,0,54,3,0
0,1,1,81,1,0
0,0,1,92,1,0
0,0,0,62,0,0
1,1,0,36,0,0
1,0,0,64,0,0
1,0,0,51,0,0
1,0,0,84,0,0
1,0,1,56,0,0
0,1,1,35,0,0
1,0,0,37,0,0
0,0,1,56,1,0
0,1,1,80,1,0
1,0,0,74,0,0
1,0,0,98,1,0
1,0,0,69,3,0
1,0,0,61,3,0
1,0,1,60,0,0
0,0,1,41,0,0
1,0,0,48,0,0
0,1,1,34,0,0
1,0,1,79,17,0
1,1,0,62,0,0
1,0,1,73,0,0
0,0,0,90,1,0
0,1,1,59,0,0
1,1,0,84,0,0
1,0,0,58,8,0
1,0,1,52,0,0
0,0,0,39,0,0
1,0,0,49,0,0
0,0,0,97,0,0
0,1,1,48,5,0
1,0,0,32,0,0
1,0,0,85,1,0
0,1,0,82,0,0
1,0,1,75,5,0
0,1,0,43,0,0
0,0,0,67,0,0
1,0,0,56,0,0
0,0,0,53,2,0
1,0,0,94,0,0
1,1,0,78,0,0
1,0,0,37,0,0
1,0,1,31,0,0
0,1,0,70,4,0
1,0,0,62,0,0
0,0,0,71,0,0
0,0,0,31,0,0
1,1,0,39,0,0
1,0,0,47,0,0
1,0,0,37,0,0
0,0,1,59,0,0
1,0,0,34,0,0
1,0,0,36,0,0
1,0,0,39,0,0
1,0,1,94,0,0
0,1,1,88,2,0
0,0,1,76,0,0
1,0,0,46,0,0
1,0,0,49,0,0
1,0,0,54,0,0
1,1,0,38,0,0
1,0,0,92,0,0
1,0,1,67,0,0
1,0,0,49,0,0
0,0,0,27,0,0
1,1,1,41,0,0
1,0,0,68,3,0
1,0,1,93,0,0
0,0,1,91,0,0
0,0,1,70,5,0
0,0,0,33,1,0
0,0,0,33,0,0
1,0,0,56,7,0
0,1,1,52,3,0
1,0,1,80,0,0
1,0,0,68,3,0
1,0,0,49,0,0
1,0,1,76,1,0
0,0,0,85,2,0
1,0,0,22,0,0
1,0,0,29,0,0
0,0,1,33,1,0
1,0,0,60,0,0
1,0,0,33,0,0
1,0,0,53,0,0
1,1,0,62,0,0
1,0,0,55,13,0
1,0,1,42,0,0
1,0,0,46,0,0
1,0,0,36,0,0
1,0,1,35,0,0
0,0,0,87,0,0
0,0,0,53,1,0
0,1,1,74,3,0
0,0,0,72,3,0
1,0,0,49,0,0
1,0,1,38,0,0
1,0,1,87,6,0
1,0,0,29,0,0
0,0,1,58,3,0
0,0,1,45,0,0
1,0,1,53,0,0
0,1,1,45,0,0
1,1,0,45,24,0
1,0,0,84,1,0
1,1,0,33,0,0
1,1,1,22,0,0
1,0,1,45,0,0
1,0,0,44,0,0
0,0,0,44,5,0
0,1,1,32,0,0
1,0,1,25,0,0
1,0,1,90,1,0
1,0,0,40,0,0
0,0,1,45,1,0
1,1,1,36,7,0
0,0,1,37,1,0
1,0,0,66,2,0
1,1,0,30,0,0
1,0,0,83,0,0
1,1,1,75,0,0
0,1,1,83,2,0
1,0,0,46,0,0
0,0,1,44,5,0
0,0,0,35,0,0
0,0,0,84,0,0
1,1,0,50,0,0
0,1,1,73,1,0
0,0,0,75,24,0
0,1,1,54,0,0
1,0,1,79,0,0
0,0,1,61,0,0
0,0,0,98,2,0
0,1,1,69,2,0
0,1,0,86,44,0
1,0,0,66,0,0
1,0,1,45,0,0
0,1,0,60,1,0
0,0,0,56,1,0
1,0,1,90,0,0
1,0,0,46,8,0
0,1,1,95,0,0
0,0,1,44,5,0
1,0,0,91,0,0
0,1,1,51,1,0
1,1,0,64,0,0
1,0,1,50,1,0
0,1,1,69,0,0
1,0,0,47,0,0
0,1,0,80,4,0
1,0,1,57,0,0
1,1,0,65,2,0
1,0,0,51,0,0
1,0,0,49,1,0
1,0,1,79,1,0
1,0,0,61,0,0
0,1,1,48,0,0
1,0,0,64,0,0
1,0,0,81,2,0
1,0,0,67,0,0
0,0,1,71,342,0
0,1,1,45,0,0
1,1,0,52,1,0
1,1,1,90,0,0
0,1,1,88,6,0
1,1,1,67,33,0
1,0,0,60,0,0
0,1,1,89,1,0
1,1,0,97,0,0
0,1,0,101,2,0
1,0,0,59,0,0
0,1,0,57,2,0
0,1,1,97,1,0
1,0,0,59,0,0
0,0,0,66,1,0
0,0,0,87,3,0
1,0,1,42,0,0
0,0,1,91,5,0
1,0,0,71,4,0
1,0,1,61,0,0
1,0,0,55,1,0
1,0,1,69,21,0
0,0,1,59,2,0
0,1,1,96,12,0
1,1,1,88,0,0
1,1,1,50,0,0
0,0,1,48,0,0
1,0,0,63,2,0
1,0,0,96,15,0
1,0,0,53,0,0
0,0,0,54,1,0
1,0,0,59,0,0
1,1,0,101,1,0
0,1,1,67,10,0
0,0,1,94,2,0
0,0,1,55,1,0
1,0,0,80,0,0
0,1,1,63,3,0
1,0,1,47,0,0
0,1,1,87,1,0
1,0,0,53,11,0
1,0,0,52,0,0
1,1,0,74,0,0
1,1,1,47,0,0
0,1,0,78,7,0
1,1,1,48,1,0
0,0,1,47,0,0
1,0,0,51,0,0
0,1,1,83,17,0
1,0,0,59,10,0
0,0,0,90,0,0
1,0,0,55,11,0
1,0,0,98,10,0
0,0,0,63,1,0
0,1,0,77,6,0
0,1,1,63,1,0
0,1,0,88,33,0
1,0,1,67,9,0
0,0,0,33,0,0
1,0,0,53,8,0
1,0,0,63,0,0
1,0,0,41,0,0
1,0,0,68,3,0
1,1,1,92,8,0
1,0,0,47,0,0
1,0,0,49,0,0
1,1,1,48,1,0
1,1,0,95,0,0
1,1,0,90,24,0
1,0,0,73,0,0
1,0,0,38,0,0
0,0,1,54,1,0
1,0,0,55,0,0
1,0,1,67,1,0
1,0,1,77,54,0
1,0,0,52,0,0
1,0,1,44,2,0
0,1,1,70,1,0
1,1,1,68,4,0
1,0,0,93,0,0
1,0,0,92,1,0
1,0,0,55,0,0
0,1,0,48,0,0
0,0,1,62,0,0
1,1,0,65,2,0
1,0,1,42,0,0
1,0,1,49,0,0
0,1,1,69,1,0
0,0,0,46,1,0
1,0,0,46,0,0
0,0,0,77,0,0
0,1,1,54,0,0
0,1,0,53,1,0
1,1,1,43,0,0
0,0,1,84,30,0
1,0,0,75,0,0
1,0,1,50,0,0
1,0,0,107,0,0
1,0,0,68,0,0
0,1,1,94,0,0
1,0,0,51,4,0
1,1,0,95,0,0
0,0,0,55,0,0
1,0,1,48,0,0
0,1,0,53,1,0
0,1,1,61,3,0
1,0,1,67,0,0
1,0,1,91,0,0
1,0,0,90,1,0
0,1,1,47,1,0
0,0,1,65,3,0
1,0,1,62,0,0
0,0,1,96,1,0
0,1,1,85,4,0
1,0,0,92,0,0
1,1,1,101,0,0
1,0,0,70,0,0
1,0,0,38,0,0
1,0,0,51,11,0
0,1,1,57,2,0
1,0,0,54,0,0
1,0,1,48,0,0
0,1,0,47,2,0
0,1,1,90,1,0
0,1,1,48,2,0
1,0,1,71,0,0
1,1,0,54,0,0
0,1,1,88,2,0
0,1,1,59,1,0
0,1,0,61,1,0
0,0,0,44,0,0
1,0,0,46,11,0
1,0,1,62,0,0
0,1,0,98,2,0
0,0,0,44,0,0
1,0,0,63,0,0
1,0,0,39,0,0
0,0,1,38,2,0
0,1,1,78,13,0
1,0,1,37,0,0
1,0,0,96,0,0
0,1,1,79,0,0
0,1,1,37,1,0
0,1,0,54,0,0
1,0,0,46,0,0
0,1,0,53,1,0
1,0,0,28,0,0
0,0,0,42,1,0
0,1,1,53,0,0
1,0,0,63,0,0
1,0,0,50,0,0
0,0,0,38,1,0
0,0,1,81,8,0
0,1,1,102,3,0
1,0,0,36,0,0
0,1,1,52,3,0
1,0,0,48,0,0
1,0,0,87,0,0
1,0,0,47,17,0
1,0,0,53,0,0
0,1,0,83,3,0
1,0,0,38,0,0
0,1,0,55,1,0
1,0,1,40,0,0
0,0,0,86,1,0
0,1,0,45,0,0
1,1,0,71,0,0
0,0,0,80,0,0
1,0,0,43,0,0
1,0,0,39,0,0
1,0,0,71,3,0
1,0,1,83,18,0
1,1,1,53,34,0
1,0,0,58,0,0
1,0,1,46,0,0
0,0,1,44,0,0
1,0,1,56,0,0
1,0,0,58,0,0
0,0,1,85,1,0
0,1,1,60,1,0
0,1,1,70,2,0
1,0,0,45,0,0
1,0,0,63,0,0
1,1,0,66,1,0
1,0,0,94,0,0
1,1,0,46,0,0
1,0,0,74,26,0
1,0,0,60,0,0
1,0,0,43,0,0
1,0,0,55,0,0
0,1,0,84,1,0
1,1,0,63,177,0
1,0,1,96,0,0
1,1,0,41,0,0
1,0,1,88,7,0
1,0,1,42,1,0
1,0,0,100,0,0
1,0,0,36,0,0
0,1,1,84,1,0
1,0,0,44,0,0
0,1,1,89,2,0
1,0,0,76,1,0
1,1,1,46,0,0
0,0,0,57,3,0
0,1,0,45,15,0
1,0,1,60,0,0
1,0,1,61,0,0
1,0,1,40,0,0
1,1,0,49,0,0
1,0,0,49,0,0
0,1,0,45,0,0
1,0,0,68,0,0
1,0,0,64,0,0
0,1,0,47,2,0
0,1,1,88,0,0
0,1,0,42,1,0
0,1,0,44,2,0
1,0,0,52,5,0
1,1,0,95,0,0
1,0,0,75,9,0
1,0,0,65,0,0
1,0,0,63,0,0
0,1,1,50,5,0
1,0,0,50,0,0
1,0,0,92,5,0
1,0,0,79,41,0
0,0,0,40,0,0
1,0,0,61,0,0
1,0,1,69,0,0
1,1,1,97,0,0
1,0,0,45,0,0
1,0,1,51,0,0
1,0,1,49,0,0
0,0,1,38,86,0
1,1,0,38,0,0
1,1,1,49,0,0
1,0,0,90,2,0
1,0,0,97,0,0
1,0,0,67,0,0
1,1,0,100,0,0
1,0,0,49,0,0
1,0,0,49,0,0
1,0,0,63,0,0
1,0,0,56,0,0
1,0,1,77,0,0
0,1,1,49,12,0
0,1,1,90,283,0
1,0,1,61,0,0
1,0,1,47,6,0
0,1,0,66,4,0
0,1,1,100,0,0
0,0,1,69,36,0
0,1,0,78,0,0
0,0,1,47,3,0
0,0,0,72,11,0
1,0,0,63,0,0
0,1,1,51,15,0
1,0,1,56,0,0
1,0,1,96,3,0
1,0,0,60,0,0
1,1,0,98,0,0
0,1,0,64,2,0
0,0,0,76,0,0
1,0,0,89,0,0
0,1,1,45,4,0
1,0,0,45,0,0
0,1,1,53,0,0
1,0,1,32,2,0
0,0,0,45,0,0
1,1,0,50,0,0
1,0,1,48,0,0
1,0,1,66,0,0
1,0,0,67,1,0
1,0,0,42,0,0
1,1,0,78,0,0
0,1,1,62,1,0
0,1,1,94,0,0
1,0,0,56,0,0
1,0,0,48,0,0
0,0,0,53,1,0
1,0,1,41,0,0
1,0,0,40,0,0
0,1,1,94,1,0
1,0,0,75,4,0
1,0,0,54,0,0
0,0,0,76,22,0
0,0,1,46,0,0
0,1,0,58,0,0
1,0,0,77,0,0
0,0,1,45,0,0
1,0,0,44,0,0
0,0,1,50,0,0
0,1,1,38,1,0
0,0,1,59,5,0
0,1,0,52,2,0
1,1,0,36,0,0
0,0,0,56,0,0
1,0,0,73,0,0
1,0,0,44,0,0
1,0,0,46,0,0
1,1,0,103,6,0
0,1,1,100,4,0
1,0,0,70,12,0
1,0,0,59,0,0
0,1,1,76,0,0
0,0,1,50,1,0
1,1,0,41,0,0
1,0,1,49,0,0
1,0,0,50,0,0
0,1,1,84,0,0
1,1,0,58,0,0
1,1,1,77,9,0
0,0,0,52,10,0
1,0,0,49,0,0
1,0,0,41,0,0
1,0,0,34,0,0
0,0,0,53,0,0
0,0,0,98,0,0
1,0,0,88,0,0
1,0,1,59,0,0
0,1,1,66,0,0
0,1,0,51,0,0
